,pair,data,sharpe
56,"[('CHAD', 'FPX')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.161758
2021-12-28    1.161758
2021-12-29    1.161758
2021-12-30    1.161758
2021-12-31    1.161758
Name: cum_rets, Length: 1511, dtype: float64",0.6896690409408432
57,"[('CHAD', 'GRID')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.225057
2021-12-28    1.225533
2021-12-29    1.225533
2021-12-30    1.225533
2021-12-31    1.225533
Name: cum_rets, Length: 1511, dtype: float64",0.8618929192971292
58,"[('CHAD', 'IHDG')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.128698
2021-12-28    1.128698
2021-12-29    1.128698
2021-12-30    1.128698
2021-12-31    1.128698
Name: cum_rets, Length: 1511, dtype: float64",0.5468241565275705
59,"[('CHAD', 'IMCG')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.181131
2021-12-28    1.181131
2021-12-29    1.181131
2021-12-30    1.181131
2021-12-31    1.181131
Name: cum_rets, Length: 1511, dtype: float64",0.7398368918893241
60,"[('CHAD', 'IMTM')]","Date
2016-01-04        NaN
2016-01-05    1.00000
2016-01-06    1.00000
2016-01-07    1.00000
2016-01-08    1.00000
               ...   
2021-12-27    1.15886
2021-12-28    1.15886
2021-12-29    1.15886
2021-12-30    1.15886
2021-12-31    1.15886
Name: cum_rets, Length: 1511, dtype: float64",0.6343730573967885
61,"[('CHAD', 'IPO')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.235364
2021-12-28    1.233050
2021-12-29    1.229345
2021-12-30    1.234833
2021-12-31    1.233431
Name: cum_rets, Length: 1511, dtype: float64",0.8205044480584007
62,"[('CHAD', 'IQLT')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.160918
2021-12-28    1.160918
2021-12-29    1.160918
2021-12-30    1.160918
2021-12-31    1.160918
Name: cum_rets, Length: 1511, dtype: float64",0.6512607738865936
63,"[('CHAD', 'ITB')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.162439
2021-12-28    1.162439
2021-12-29    1.162439
2021-12-30    1.162439
2021-12-31    1.162439
Name: cum_rets, Length: 1511, dtype: float64",0.5379208698453868
64,"[('CHAU', 'IDMO')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.133698
2021-12-28    1.133698
2021-12-29    1.133698
2021-12-30    1.133698
2021-12-31    1.133698
Name: cum_rets, Length: 1511, dtype: float64",0.697864049217624
65,"[('CHII', 'IAT')]","Date
2016-01-04         NaN
2016-01-05    1.000000
2016-01-06    1.000000
2016-01-07    1.000000
2016-01-08    1.000000
                ...   
2021-12-27    1.112232
2021-12-28    1.112232
2021-12-29    1.112232
2021-12-30    1.112232
2021-12-31    1.112232
Name: cum_rets, Length: 1511, dtype: float64",1.1848105348164557
