,pairs,p_values
394,"('AIVI', 'XLE')",0.011592885476336334
395,"('AIVI', 'XOP')",0.01174686532757835
396,"('AIVI', 'XSVM')",0.048013862129311836
397,"('AIVL', 'CURE')",0.048682099516498635
398,"('AIVL', 'DEF')",0.02557299487191411
399,"('AIVL', 'DEW')",0.03234489287864706
400,"('AIVL', 'DGRW')",0.028369174422878052
401,"('AIVL', 'DJD')",0.04791857195466214
402,"('AIVL', 'EWL')",0.0011157632169086094
403,"('AIVL', 'FHLC')",0.02194274082635162
404,"('AIVL', 'FSTA')",0.007109836694818477
405,"('AIVL', 'FSZ')",0.02925220334219859
406,"('AIVL', 'FTCS')",0.020168799676712895
407,"('AIVL', 'FUTY')",0.018207430626296952
408,"('AIVL', 'FVD')",0.04033477884526266
409,"('AIVL', 'FXU')",0.025878904694823294
410,"('AIVL', 'IDU')",0.019881020743688325
411,"('AIVL', 'IGN')",0.03590967153238245
412,"('AIVL', 'IHE')",0.003649828936106123
413,"('AIVL', 'IHF')",0.025590886809285392
414,"('AIVL', 'IXJ')",0.01165729236888721
415,"('AIVL', 'IYK')",0.022569234966124344
416,"('AIVL', 'JXI')",0.03798400730636644
417,"('AIVL', 'KXI')",0.0006185558186252161
418,"('AIVL', 'LTL')",0.015293336722739685
419,"('AIVL', 'LVHD')",0.010908458601019563
420,"('AIVL', 'OUSA')",0.01558079700524069
421,"('AIVL', 'PPH')",0.02474475838826065
422,"('AIVL', 'PUI')",0.019086037947116493
423,"('AIVL', 'QDEF')",0.043820550031598675
424,"('AIVL', 'RHS')",0.025903702240608843
425,"('AIVL', 'RXL')",0.011287317586875668
426,"('AIVL', 'RYU')",0.03357401177124352
427,"('AIVL', 'SDP')",0.02217890699838673
428,"('AIVL', 'SPGP')",0.04465323881080457
429,"('AIVL', 'UPW')",0.014084325492084585
430,"('AIVL', 'USLB')",0.0433964385415063
431,"('AIVL', 'USMV')",0.006005527810736007
432,"('AIVL', 'UTES')",0.03240693363889853
433,"('AIVL', 'VDC')",0.007689763678769403
434,"('AIVL', 'VHT')",0.024378528340428324
435,"('AIVL', 'VPU')",0.017822567270927882
436,"('AIVL', 'XLP')",0.006966237288823181
437,"('AIVL', 'XLU')",0.024337109947574726
438,"('AIVL', 'XLV')",0.0430674670682923
439,"('AIVL', 'XRLV')",0.021356897328269
440,"('AMJ', 'AMUB')",0.002034802594630083
441,"('AMJ', 'ENFR')",0.035806578800401764
442,"('AMLP', 'ENFR')",0.03951420809671548
443,"('AMLP', 'MLPA')",0.039618290351925795
444,"('AMLP', 'PXJ')",0.03780285141220257
445,"('AMLP', 'XES')",0.020066931004663266
446,"('AMZA', 'ENFR')",0.0469485372963616
447,"('AMZA', 'ENOR')",0.04506467200047649
448,"('AMZA', 'EZA')",0.03892761799770773
449,"('AMZA', 'HACK')",0.036819962926788775
450,"('ARGT', 'GREK')",0.007419384063510241
451,"('ARGT', 'LABD')",0.02873984998982829
452,"('ARKG', 'CHAD')",0.041705248527958254
453,"('ARKG', 'FCOM')",0.03653869003527058
454,"('ARKG', 'FGM')",0.02490046916755037
455,"('ARKG', 'INTF')",0.04561453123892338
456,"('ARKG', 'IPKW')",0.024356260873182933
457,"('ARKG', 'IPOS')",0.04431907872698237
458,"('ARKG', 'JPIN')",0.000959702679472657
459,"('ARKG', 'SDIV')",0.03147749804453671
460,"('ARKG', 'VIDI')",0.01744601297795751
461,"('ARKG', 'VOX')",0.0480409925045963
462,"('ARKG', 'XCEM')",0.008091046427541562
463,"('ARKK', 'EFV')",0.02451924763156514
464,"('ARKK', 'EPP')",0.003132116397641841
465,"('ARKK', 'EWA')",0.047928891559316775
466,"('ARKK', 'EWP')",0.0335086880626964
467,"('ARKK', 'FDN')",0.015991003694140908
468,"('ARKK', 'FNDC')",0.0212988185418452
469,"('ARKK', 'INTF')",0.04513943084194047
470,"('ARKK', 'IPKW')",0.0052620359901314195
471,"('ARKK', 'ISZE')",0.011162527360427263
472,"('ARKK', 'MOTI')",0.0029434700108072038
473,"('ARKK', 'PDN')",0.014380873572138676
474,"('ARKK', 'PNQI')",0.044300135542845655
475,"('ARKK', 'XCEM')",0.02401080157769128
476,"('ARKQ', 'HACK')",0.03986412491219238
477,"('ARKQ', 'ICLN')",0.0008759866266578422
478,"('ARKQ', 'IGV')",0.007083571743067736
479,"('ARKQ', 'IMTM')",0.009304726630322297
480,"('ARKQ', 'PBD')",0.005649165131842915
481,"('ARKQ', 'SMCP')",0.005540670585620428
482,"('ARKQ', 'TAN')",0.028936440903157546
483,"('ARKW', 'EWS')",0.0009255917582334363
484,"('ARKW', 'ISZE')",0.014531123860751139
485,"('ARKW', 'MOTI')",0.04650339321986637
486,"('ASEA', 'BIZD')",0.015202843420000741
487,"('ASEA', 'FTHI')",0.03259087758033788
488,"('ASEA', 'FTQI')",0.020622364635172356
489,"('ASEA', 'GXG')",0.017943050965343477
490,"('ASEA', 'HAP')",0.049134187439570966
491,"('ASEA', 'NLR')",0.008872106480564785
492,"('ASEA', 'QAT')",0.032997438316926836
493,"('ASEA', 'UYG')",0.037140608356557865
494,"('ASHR', 'ASHS')",0.006971450729820351
495,"('ASHR', 'ATMP')",0.007120233857658959
496,"('ASHR', 'BBC')",0.0023119727764386745
497,"('ASHR', 'BBH')",0.0013752427971737587
498,"('ASHR', 'BBP')",0.0018500606955133378
499,"('ASHR', 'BDCZ')",0.007043632100939696
500,"('ASHR', 'BFOR')",0.005875150388375418
501,"('ASHR', 'BIB')",0.001279431647063817
502,"('ASHR', 'BICK')",0.011737871926581218
503,"('ASHR', 'BIS')",0.0006945273645994011
504,"('ASHR', 'BIZD')",0.006495187333607226
505,"('ASHR', 'BJK')",0.003971233336630181
506,"('ASHR', 'BKF')",0.018679907784431744
507,"('ASHR', 'BRF')",0.005934238904400548
508,"('ASHR', 'BRZU')",0.006985002353641516
509,"('ASHR', 'BZQ')",0.007913673132708571
510,"('ASHR', 'CARZ')",0.008041312254808105
511,"('ASHR', 'CDC')",0.01768502086709461
512,"('ASHR', 'CDL')",0.00471129197102651
513,"('ASHR', 'CFA')",0.004930266824771178
514,"('ASHR', 'CFO')",0.004895039378867374
515,"('ASHR', 'CGW')",0.006617850009250838
516,"('ASHR', 'CHIC')",0.01778097773372174
517,"('ASHR', 'CHIE')",0.005082976378975183
518,"('ASHR', 'CHIM')",0.002529791521823829
519,"('ASHR', 'CHIQ')",0.027500806711828377
520,"('ASHR', 'CIBR')",0.0064360218317029115
521,"('ASHR', 'CID')",0.0069884687016572794
522,"('ASHR', 'CIL')",0.004278073681548638
523,"('ASHR', 'CIZ')",0.004404026753201429
524,"('ASHR', 'CNCR')",0.0014162748952317838
525,"('ASHR', 'COPX')",0.013445761621571642
526,"('ASHR', 'CQQQ')",0.025756952395490695
527,"('ASHR', 'CRAK')",0.0057140097423929075
528,"('ASHR', 'CRBN')",0.022460873629845248
529,"('ASHR', 'CSA')",0.005801019103950102
530,"('ASHR', 'CSB')",0.006907191107719112
531,"('ASHR', 'CSD')",0.0020839152904529577
532,"('ASHR', 'CSF')",0.006767203722754179
533,"('ASHR', 'CSM')",0.01667610184730661
534,"('ASHR', 'CURE')",0.005936581992120689
535,"('ASHR', 'CUT')",0.005591483980967915
536,"('ASHR', 'CVY')",0.008557538709125921
537,"('ASHR', 'CWI')",0.015198843607146531
538,"('ASHR', 'CXSE')",0.02970418910390184
539,"('ASHR', 'CZA')",0.005589346327865113
540,"('ASHR', 'DAX')",0.005650507397548291
541,"('ASHR', 'DBEF')",0.006875743422428804
542,"('ASHR', 'DBEM')",0.035255600583536544
543,"('ASHR', 'DBEU')",0.00623852883193795
544,"('ASHR', 'DBEZ')",0.006165752500489131
